# File written from Python Script
# DateTime: Fri Feb 27 13:03:35 2026
# X_STEP: 1.000000
# Y_STEP: 1.000000
# Z_STEP: 0.000000
#
# X_MIN: 0.000000
# Y_MIN: 0.000000
# Z_MIN: 0.000000
#
# X_MAX: 200.000000
# Y_MAX: 200.000000
# Z_MAX: 0.000000
#
# X_DIM: 200
# Y_DIM: 200
# Z_DIM: 0
#
# Phase_1: Primary
# Symmetry_1: 43
# Features_1: 2
#
# Num_Features: 2 
#
# phi1 PHI phi2 x y z FeatureId PhaseId Symmetry
3.439625 1.424517 0.402007 0.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 1.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 2.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 3.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 4.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 5.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 6.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 7.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 8.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 9.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 10.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 11.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 12.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 13.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 14.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 15.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 16.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 17.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 18.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 19.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 20.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 21.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 22.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 23.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 24.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 25.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 26.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 27.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 28.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 29.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 30.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 31.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 32.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 33.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 34.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 35.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 36.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 37.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 38.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 39.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 40.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 41.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 42.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 43.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 44.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 45.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 46.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 47.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 48.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 49.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 50.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 51.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 52.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 53.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 54.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 55.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 56.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 57.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 58.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 59.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 60.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 61.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 62.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 63.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 64.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 65.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 66.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 67.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 68.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 69.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 70.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 71.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 72.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 73.500000 0.500000 0.000000 1 1 43
3.439625 1.424517 0.402007 74.500000 0.500000 0.000000 1 1 43
